UniqueID,Course,Title,Edition,Year,Author,ISBN,Alternate ISBNs,MMS ID,Call number,Barcode,Current Status,New/Returning/Past Semester,UMCP copy?,Notes,Comment,Branch Location
TopTextFall24.493,MATH 405,Linear Algebra,3rd,1987,Serge Lang,9780387964126,,990063476620108238,MATH405/Linear Algebra (2),31430024849202,On Shelf,,Y,,,CPMCK
TopTextFall24.494,MATH 406,Elementary Number Theory,2nd,2008,"dudley, underwood",9780486469317,,990063476620108238,MATH406/Elementary Number Theory (2),31430058260094,On Shelf,,,Update call number,,CPMCK
TopTextFall24.495,MATH 456,Introduction to Modern Cryptography,3rd,2021,Katz & Lindell,9780815354369,,990063476620108238,CMSC456/Intro. to Modern Cryptography,31430058259625,On Shelf,,N,,,CPMCK
TopTextFall24.496,MATH 461,Linear Algebra and Its Applications,5th,2016,"Lay, Lay, & McDonald",9780321982384,9780134279190,990063476620108238,MATH240/Linear Algebra,"31430058257157, 31430058255987",On Shelf,,Y/N,,,CPMCK
TopTextFall24.497,MIEH 300,Essentials of Environmental Health,3rd,2019,Robert H. Friis,9781284123982,9781284123975,990063476620108238,MIEH300/Ess. Of Environmental Health,31430055698114,On Shelf,,Y,,,CPMCK
TopTextFall24.498,MUSC 205,What's That Sound?: An Introduction to Rock and Its History,5th,2018,"Covach, John / Flory, Andrew",9780393624144,,990063476620108238,MUSC205/What's That Sound,31430060957208,On Shelf,,N,,,CPMCK
TopTextFall24.499,MUSC 205,"Rock: Music, Culture, & Business",,2012,"Schloss, Starr, & Waterman",9780199758364,,990063476620108238,MUSC205/Rock,31430058253347,On Shelf,,N,,,CPMCK
TopTextFall24.500,NEUR 200,Behavioral Neuroscience,9th,2020,Breedlove & Watson,9781605359076,,990063476620108238,NEUR200/Behavioral Neuroscience,31430058259690,On Shelf,,N,,,CPMCK
TopTextFall24.501,NFSC 100,Nutrition: Concepts & Controversies,12th,2010,Sizer & Whitney,9781111520953,,990063476620108238,NFSC100/Nutrition 12th,31430058254857,On Shelf,,N,,,CPMCK
TopTextFall24.502,NFSC 100,Nutrition: Concepts & Controversies,13th,2014,Sizer & Whitney,9781133603184,9781133610113,990063476620108238,NFSC100/Nutrition 13th,31430058252547,On Shelf,,N,,,CPMCK
TopTextFall24.503,PHIL 100,Riddles of Existence: Guided Tour of Metaphysics,,2014,Conee & Sider,9780198724049,,990063476620108238,PHIL100/Riddles of Existence,Ebook,Linked,,Y,Ebook (checked 8/22/24) [RECHECK AVAILBILITY] https://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=864690&site=ehost-live,"This book is  available as an ebook at this <a href=""https://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=864690&site=ehost-live"">link</a>",CPMCK
TopTextFall24.504,PHIL 100,"Dialogue on Good, Evil, & the Existence of God",,1999,John Perry,9780872204607,,990063476620108238,PHIL100/Dialogue on Good,"31430047458148, 31430058255367",On Shelf,,Y/N,,,CPMCK
TopTextFall24.505,PHIL 100,Knowledge: Very Short Introduction,,2014,Jennifer Nagel,9780199661268,,990063476620108238,PHIL100/Knowledge,31430058142912,Held,,Y,,,CPMCK
TopTextFall24.506,PHIL 100,Justice: What's the Right Thing to Do,1st,2009,Michael J. Sandel,9780374532505,,990063476620108238,PLCY203/Justice,31430059875791,On Shelf,,Y,,,CPMCK
TopTextFall24.507,PHIL 170,Logic Book,6th,2014,"Bergmann, Moor, & Nelson",9780078038419,,990063476620108238,PHIL170/Logic Book,31430058256472,On Shelf,,N,,,CPMCK
TopTextFall24.508,PHIL 201,Quantum Physics: A First Encounter,,2016,V. Scarani,9780198766414,,990063476620108238,PHIL201/Quantum Physics,31430058259286,On Shelf,,N,,,CPMCK
TopTextFall24.509,PHIL 203,Questions of Life and Death,,2012,Christopher W. Morris,9780195156980,,990063476620108238,PHIL203/Questions of Life & Death,31430058256019,On Shelf,,Y,,,CPMCK
TopTextFall24.510,PHIL 245,Theory of Justice: Original Edition,Rev,2005,"John Rawls, T.M. Scanlon",9780674017726,,990063476620108238,PHIL245/Theory of Justice,31430023189576,Held,,Y,(Checked 8/22/24) https://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=282760&site=ehost-live [RECHECK AVAILABILITY],"This title is  available as an ebook at this <a href=""https://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=282760&site=ehost-live"">link</a>",CPMCK
TopTextFall24.511,PHIL 245,Two Treatises on Government and a Letter Concerning Toleration,,2003,"John Locke, John Dunn, Ruth W. Grant, Ian Shapiro",9780300100181,,990063476620108238,PHIL245/Two Treatises on Government,31430050314527,Held,,Y,(Checked 8/22/24) https://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=187734&site=ehost-live [RECHECK AVAILABILITY],"This title is  available as an ebook at this <a href=""https://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=187734&site=ehost-live"">link</a>",CPMCK
TopTextFall24.512,PHIL 245,Republic of Plato,3rd,2016,Allan Bloom,9780465094080,,990063476620108238,PHIL245/Republic of Plato,31430030087797,Held,,Y,"1968 c., mck jc71.p35 1968",,CPMCK
TopTextFall24.513,PHIL 245,Aristotle: Politics,,1998,C.D.C Reeve,9780872203884,,990063476620108238,PHIL245/Aristotle: Politics,31430042256836,Recalled,,Y,,,CPMCK
TopTextFall24.514,PHIL 245,Discourses and Other Early Political Writings,2nd,2019,Jean-Jaques Rousseau,9781316605547,,990063476620108238,PHIL245/Discourses and Other Early Political Writings,31430060958867,On Shelf,,N,,,CPMCK
TopTextFall24.515,PHIL 245,"Four Texts on Socrates: Plato's Euthyphro, Apology of Socrates, Crito, and Aristophanes' Clouds",Rev,1998,Thomas G. West,9780801485749,,990063476620108238,PHIL245/Four Texts on Socrates,31430042441016,Held,,Y,,,CPMCK
TopTextFall24.516,PHIL 245,Human Condition,2nd,1998,Hannah Arendt,9780226586601,,990063476620108238,PHIL245/Human Condition,31430058635394,Recalled,,Y,,,CPMCK
TopTextFall24.517,PHIL 245,Leviathan,,2017,Thomas Hobbes,9780141395098,,990063476620108238,PHIL245/Leviathan (3),31430060216456,On Shelf,,N,,,CPMCK
TopTextFall24.518,PHIL 245,"On Liberty, Utilitarianism, and Other Essays",Rev,2015,John Stuart Mill,9780199670802,,990063476620108238,PHIL245/On Liberty,31430058198096,Held,,Y,,,CPMCK
TopTextFall24.519,PHIL 245,Social Contract and Other Later Political Writings,2nd,2019,Jean-Jaques Rousseau,9781316605448,,990063476620108238,PHIL245/Social Contract (3),31430040608590,Held,,Y,,,CPMCK
TopTextFall24.520,PHSC 497,Strenghtsfinder 2.0,,2007,Tom Rath,9781595620156,,990063476620108238,PHSC497/Strengthsfinder,ebook,Linked,,Y,(Checked 8/22/2024) Ebook only [RECHECK AVAILABILITY] - http://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=580020&site=ehost-live,"This book is  available as an ebook at this <a href=""http://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=580020&site=ehost-live"">link</a>",CPMCK
TopTextFall24.521,PHYS 102,Physics of Sound (3rd ed),3rd,,Berg & Stork,9780131457898,,990063476620108238,PHYS102/Physics of Sound,31430055791034,On Shelf,,N,,,CPMCK
TopTextFall24.522,PHYS 121,"College Physics, vol. 1",3rd,2015,"Knight, Jones, & Field",9780321908773,9780321879721,990063476620108238,PHYS121/College Physics vol. 1 3rd,"31430058253354, 31430058255409, 31430058255425",On Shelf,,N,,,CPMCK
TopTextFall24.523,PHYS 122,"College Physics, Vol. 2",3rd,2015,"Knight, Jones, & Field",9780321908780,9780321879721,990063476620108238,PHYS122/College Physics Vol. 2,31430058253834,On Shelf,,N,,,CPMCK
TopTextFall24.524,PHYS 132,Understanding Physics,2004,2004,"Cummings, Laws, Redish, & Cooney",9780471370994,,990063476620108238,PHYS131/Understanding Physics,31430058252612,On Shelf,,N,,,CPMCK
TopTextFall24.525,PHYS 161,Physics for Scientists & Engineers,3rd,2013,Randal D. Knight,9780321740908,,990063476620108238,PHYS161/Physics For,31430058254907,On Shelf,,N,,,CPMCK
TopTextFall24.526,PHYS 161,University Physics,14th,2016,"Young, Freedman, Ford, Sears, & Zemansky",9780321973610,,990063476620108238,PHYS161/University Physics,31430058253081,On Shelf,,N,,,CPMCK
TopTextFall24.527,PHYS 272,Physics for Scientists & Engineers: With Modern Physics,4th,2008,Douglas C. Giancoli,9780131495081,9780132273596,990063476620108238,PHYS272/Physics for Scientists & Engineers (2),31430058256381,On Shelf,,N,Make sure this goes to the regular collection at the end of the semester.,,CPMCK
TopTextFall24.528,PLCY 100,"Public Policy: Politics, Analysis, and Alternatives",6th,2018,Kraft & Furlong,9781506358154,,990063476620108238,PLCY100/Public Policy,"31430058255839, 31430058257934",On Shelf,,N,,,CPMCK
TopTextFall24.529,PLCY 100,"Public Policy: Politics, Analysis, and Alternatives",7th,2021,Kraft & Furlong,9781544374611,,990063476620108238,PLCY100/Public Policy 7th,31430058260201,On Shelf,,N,,,CPMCK
TopTextFall24.530,PLCY 201,Because Data Can't Speak for Itself: A Practical Guide to Telling Persuasive Policy Stories,,2023,"David Chrisinger, Lauren Brodsky",9781421445847,,990063476620108238,PLCY201/Because Data Can't Speak for Itself,31430060956515,On Shelf,,N,,,CPMCK
TopTextFall24.531,PLCY 201,Leadership: Theory and Practice,9th,2022,Peter G. Northouse,9781544397566,,990063476620108238,PLCY201/Leadership: Theory and Practice,31430060216498,On Shelf,,N,,,CPMCK
TopTextFall24.532,PLCY 201,Profiles in Courage - 50th Anniversary Ed.,,2006,John F. Kennedy,9780060854935,,990063476620108238,PLCY201/Profiles in Courage,31430058256407,On Shelf,,N,,,CPMCK
TopTextFall24.533,PLCY 203,Righteous Mind: Why Good People Are Divided by Politics and Religion,,2012,"Haidt, Jonathan",9780307455772,,990063476620108238,PLCY203/Righteous Mind,31430056712690,On Shelf,,y,,,CPMCK
TopTextFall24.534,PLSC 100,Raven Biology of Plants,8th,2013,Evert & Eichhorn,9781429219617,,990063476620108238,PLSC100/Biology of Plants,31430058258759,On Shelf,,N,,,CPMCK
TopTextFall24.535,PSYC 200,Statistics for the Behavioral Sciences,10th,2017,Frederick J. Gravetter & Larry B. Wallnau,9781305862807,9781337128995,990063476620108238,PSYC200/Statistics for the Behavioral Sciences,31430058258627,On Shelf,,N,,,CPMCK
TopTextFall24.536,PSYC 200,Understanding Statistics In the Behavioral Sciences (UMD Custom),10th,2012,Robert R. Pagano,9781285109237,9781285105598,990063476620108238,PSYC200/Understanding Statistics In the Behavioral Sciences (UMD Custom),31430058255060,On Shelf,,N,,,CPMCK
TopTextFall24.537,PSYC 202,Behavioral Neuroscience,9th,2020,Breedlove & Watson,9781605359076,,990063476620108238,NEUR200/Behavioral Neuroscience,31430058259690,On Shelf,,N,,,CPMCK
TopTextFall24.538,PSYC 221,Social Psychology,,2019,Heinzen & Goodfriend,9781506357515,9781544330334,990063476620108238,PSYC221/Social Psychology (2),"31430058256175, 31430058257918",On Shelf,,N,XPB5479.S6 (check if current),,CPMCK
TopTextFall24.539,PSYC 221,Case Studies in Social Psychology: Critical Thinking and Application,,2020,Heinzen & Goodfriend,9781544308913,9781544330334,990063476620108238,PSYC221/Case Studies in Social Psychology,"31430058256183, 31430058258049",On Shelf,,N,XPB5479.C2 (check if current),,CPMCK
TopTextFall24.540,PSYC 221,Case Studies for Teaching Social Psychology: Critical Thinking and Application,2nd,2022,Heinzen & Goodfriend,9781544393520,,990063476620108238,PSYC221/Case Studies in Social Psychology 2nd,31430058259716,On Shelf,,N ,,,CPMCK
TopTextFall24.541,PSYC 221,Social Psychology,2nd,2022,"Heinzen, Thomas E. / Goodfriend, Wind",9781071834961,,990063476620108238,PSYC221/Social Psychology (2) 2nd,31430059975757,On Shelf,,Y,,,CPMCK
TopTextFall24.542,PSYC 234,Book of Joy,,2016,"Abrams, Douglas Carlton / Lama, Dalai / Tutu, Desmond",9780399185045,,990063476620108238,PSYC234/Book of Joy,31430059975476,Held,,Y,,,CPMCK
TopTextFall24.543,PSYC 234,Positive Psychology: The Science of Well-Being,,2020,John M. Zelenski,9781473902152,9781473902145,990063476620108238,PSYC234/Positive Psychology,31430058259724,On Shelf,,N,,,CPMCK
TopTextFall24.544,PSYC 300,Research Methods for Behavioral Sciences,5th,2015,Charles Stangor,9781285077024,9781285077031,990063476620108238,PSYC300/Research Methods for Behavioral Sciences,31430058253867,On Shelf,,N,,,CPMCK
TopTextFall24.545,PSYC 300,Research Methods for the Behavioral Sciences,6th,2018,Frederick Gravetter & Lori-Ann Foranzo,9781337619554,"9781337755023, 9781337613316",990063476620108238,PSYC300/Research Methods for Behavioral Sciences 6th,31430058256894,On Shelf,,N,,,CPMCK
TopTextFall24.546,PSYC 301,Biopsychology (9th ed),9th,,John P.J. Pinel,9780205915576,,990063476620108238,PSYC301/Biopsychology,31430055790846,On Shelf,,N,,,CPMCK
TopTextFall24.547,PSYC 304,Mind's Machine,4th,2020,"Watson, Neil V. / Breedlove, S. Marc",9781605359731,,990063476620108238,PSYC304/Mind's Machine,31430059975658,Held,,Y,,,CPMCK
TopTextFall24.548,PSYC 334,Intimate Relationships (6th ed),6th,,Rowland S. Miller,9780078117152,,990063476620108238,PSYC334/Intimate Relationships,31430055790978,On Shelf,,N,,,CPMCK
TopTextFall24.549,PSYC 334,Intimate Relationships (7th ed),7th,2015,Rowland S. Miller,9780077861803,,990063476620108238,PSYC334/Intimate Relationships 7th,31430058255615,On Shelf,,N,,,CPMCK
TopTextFall24.550,PSYC 341,Cognition (8th ed),8th,,Margaret W. Matlin,9781118148969,,990063476620108238,PSYC341/Cognition,31430055791026,On Shelf,,N,,,CPMCK
TopTextFall24.551,PSYC 344,Health Psychology: A Biopsychosocial Approach,6th,2019,Richard O. Straub,9781319169817,,990063476620108238,PSYC344/Health Psychology,31430049160171,"Current Reserves, On Shelf",,Y,,,CPMCK
TopTextFall24.552,PSYC 355,How Children Develop,4th,2014,"Siegler, DeLoache, & Eisenberg",9781429242318,,990063476620108238,PSYC355/How Children Develop,"31430058255623, 31430058255631",On Shelf,,Y/N,HQ767.9 .S534 2014 (check if current),,CPMCK
TopTextFall24.553,PSYC 234,Happiness,,2008,"Diener, Ed / Biswas-Diener, Robert",9781405146616,,990063476620108238,PSYC289D/Happiness,31430053779916,On Shelf,,Y,,,CPMCK
TopTextFall24.554,SLLC 286,Readings in Classical Chinese Philosophy,2nd,2005,"Ivanhoe, Philip J. / Van Norden, Bryan W. (Eds.)",9780872207806,,990063476620108238,SLLC286/Readings in Classical Chinese Philosophy,31430049615364,Held,,Y,Limited user ebook also available: https://ebookcentral.proquest.com/lib/umdcp/detail.action?docID=30473751,"This title may be  available as an ebook at this <a href=""https://ebookcentral.proquest.com/lib/umdcp/detail.action?docID=30473751"">link</a>",CPMCK
TopTextFall24.555,SLLC 286,Art of War,,2002,"Tzu, Sun",9780143105756,670031569,990063476620108238,SLLC286/Art of War,31430060216464,On Shelf,,N,,,CPMCK
TopTextFall24.556,SLLC 286,I Ching,,2015,"Minford, John",9780143106920,9780670024698,990063476620108238,SLLC286/I Ching,31430060216472,On Shelf,,N,,,CPMCK
TopTextFall24.557,SOCY 100,Introduction to Sociology - Seagull Edition,12th,2020,"Giddens, Anthony",9780393538021,,990063476620108238,SOCY100/Intro to Sociology,31430060155803,On Shelf,,N,,,CPMCK
TopTextFall24.558,SOCY 100,Readings for Sociology,10th,2023,"Massey, Garth",9781324044086,,990063476620108238,SOCY100/Readings for Sociology,31430060303593,On Shelf,,N,,,CPMCK
TopTextFall24.559,SOCY 100,Real World: An Introduction to Sociology,6th,2018,Ferris & Stein,9780393639575,,990063476620108238,SOCY100/Real World,31430058258742,On Shelf,,N,,,CPMCK
TopTextFall24.560,SOCY 100,Sociology: the Essentials,9th,2017,"Andersen, Taylor, & Logio",9781305503083,,990063476620108238,SOCY100/Sociology Ess.,31430058253461,On Shelf,,N,,,CPMCK
TopTextFall24.561,SOCY 100,Sociology Project,1st,,Jeff Manza,9780205949601,,990063476620108238,SOCY100/Sociology Project,31430058251689,On Shelf,,N,,,CPMCK
TopTextFall24.562,SOCY 105,Social Problems,4th,2021,"Best, Joel",9780393533040,,990063476620108238,SOCY105/Social Problems (2),31430060155829,On Shelf,,N,,,CPMCK
TopTextFall24.563,SOCY 105,Introduction to Social Problems,10th,,Thomas J. Sullivan,9780205896462,,990063476620108238,SOCY105/Intro to Social,31430058256621,On Shelf,,N,,,CPMCK
TopTextFall24.564,SOCY 105,Social Problems,4th,,Anna Leon-Guerrero,9781452205434,,990063476620108238,SOCY105/Social Problems,31430058256696,On Shelf,,N,,,CPMCK
TopTextFall24.565,SOCY 105,Social Problems,6th,2019,Anna Leon-Guerrero,9781506362724,,990063476620108238,SOCY105/Social Problems 6th,31430058258874,On Shelf,,N,,,CPMCK
TopTextFall24.566,SOCY 105,Understanding Social Problems,9th,2015,"Mooney, Knox, and Schacht",9781285746500,978-1-285-76265-4,990063476620108238,SOCY105/Understanding Social Problems,31430058258775,On Shelf,,N,,,CPMCK
TopTextFall24.567,SOCY 125,Tough Fronts : The Impact of Street Culture on Schooling,,2002,L. Janelle Dance,9780415933001,,990063476620108238,SOCY125/Tough Fronts,31430049756366,On Shelf,,Y,(Checked 8/22/24) Also available as ebook [RECHECK AVAILABILITY]: https://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=352325&site=ehost-live,"This book is  available as an ebook at this <a href=""https://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=352325&site=ehost-live"">link</a>",CPMCK
TopTextFall24.568,SOCY 125,Bad Boys: Public Schools in the Making of Black Masculinity,,2000,Ann Arnett Ferguson,9780472088492,,990063476620108238,SOCY125/Bad Boys,31430058260334,On Shelf,,N,,,CPMCK
TopTextFall24.569,SOCY 125,Schools and Society: Sociological Approach to Education,6th,2017,"Ballantine, Spade, & Stuber",9781506346977,,990063476620108238,SOCY125/Schools & Society,31430058260193,On Shelf,,N,,,CPMCK
TopTextFall24.570,SOCY 200,Dawn of Everything,,2021,Graeber & Wengrow,9780374157357,,990063476620108238,SOCY200/Dawn of Everything,31430058260359,On Shelf,,N,,,CPMCK
TopTextFall24.571,SOCY 200,Human Societies: An Introduction to Macrosociology,12th,2015,Nolan & Lenski,9780199382453,,990063476620108238,SOCY200/Human Societies,31430058260136,On Shelf,,N,,,CPMCK
TopTextFall24.572,SOCY 230,Knowing People: The Personal Use of Social Psychology,2nd,2007,Michael J. Lovaglia,9780742547728,,990063476620108238,SOCY230/Knowing People,31430058259310,On Shelf,,N,,,CPMCK
TopTextFall24.573,SOCY 230,Social Psychology Sociological Perspectives (3rd ed),3rd,2014,"Rohall, Milkie, & Lucas",9780205235001,,990063476620108238,SOCY230/Social Psychology,31430055791067,On Shelf,,N,,,CPMCK
TopTextFall24.574,SOCY 100,Sociology: A Down-to-Earth Approach,14th,2019,"Henslin, James M.",9.78013E+12,,990063476620108238,SOCY100/Sociology Down to Earth,31430058253503,On Shelf,,N,,,CPMCK
TopTextFall24.575,SPAN 203,Gente,3rd,2016,Delafuente,9780134244167,,990063476620108238,SPAN203/Gente,31430058253495,On Shelf,,N,,,CPMCK
TopTextFall24.576,SPAN 301,Taller de Escritores: Grammar and Composition for Advanced Spanish,2nd,2016,Bleichmar & Canon,9781680040067,9781680040128,990063476620108238,SPAN301/Taller de Escritores,"31430058255870, 31430058256340",On Shelf,,N,,,CPMCK
TopTextFall24.577,SPHL 100,Introduction to Public Health (5th ed),5th,2017,Mary-Jane Schneider,9781284089233,,990063476620108238,SPHL100/Intro to Public Health 5th,31430058255805,On Shelf,,N,,,CPMCK
TopTextFall24.578,SPHL 602,Principles of Biostatistics,2nd,2000,Pagano & Gauvreau,9780534229023,,990063476620108238,SPHL602/Principles of Biostatistics,31430058259732,On Shelf,,N,,,CPMCK
TopTextFall24.579,SPHL 602,Principles of Biostatistics - CD Only,2nd,2000,Pagano & Gauvreau,9780534229023,,990063476620108238,SPHL602/Principles of Biostatistics CD,31430058259740,On Shelf,,N,,,CPMCK
TopTextFall24.580,STAT 100,Intro Stats,4th,2014,"De Veaux, Velleman, Bock",9780321825278,,990063476620108238,STAT100/Intro Stats,31430058252638,On Shelf,,N,,,CPMCK
TopTextFall24.581,STAT 400,Probability and Statistics for Engineering and the Sciences (UMD STAT 400 Custom),9th,2016,Jay L. Devore,9781305763029,9781305764477,990063476620108238,STAT400/Probability & Statistics STEM,31430060958602,On Shelf,,N,STEM,This item is available at the STEM Library.,CPENG
TopTextFall24.582,STAT 400,Probability and Statistics for Engineering and the Sciences (UMD STAT 400 Custom),9th,2016,Jay L. Devore,9781305763029,9781305764477,990063476620108238,STAT400/Probability & Statistics,31430058252620,On Shelf,,N,,,CPMCK
TopTextFall24.583,STAT 401,Probability and Statistics for Engineering and the Sciences - Text Only,9th,2016,"Devore, Jay",9781305251809,9781305764477,990063476620108238,STAT401/Probability & Statistics (2),31430058260144,On Shelf,,N,,,CPMCK
TopTextFall24.584,STAT 430,Little SAS Book: Primer,5th,2012,Delwiche & Slaughter,9781612903439,,990063476620108238,STAT430/Little SAS Book,31430058259328,On Shelf,,N,,,CPMCK
TopTextFall24.585,TLPL 343,Teaching Reading and Writing,2nd,2022,Kristin M. Gehsmann,9780137854509,,990063476620108238,TLPL343/Teaching Reading and Writing,31430060957190,On Shelf,,N,,,CPMCK
TopTextFall24.586,TLPL 446,Dialects at School: Educating Linguistically Diverse Students,,2017,Jeffrey Reaser,9781138777453,,990063476620108238,TLPL446/Dialects at School,31430059066243,Held,,Y,,,CPMCK
TopTextFall24.587,WMST 250,Borderlands/La Frontera,4th,2012,Gloria Anzaldua,9781879960855,,990063476620108238,WMST250/Borderlands,31430058253842,On Shelf,,N,,,CPMCK
TopTextFall24.588,WMST 250,Feminism is for Everybody: Passionate Politics,2nd,2015,bell hooks,9781138821620,,990063476620108238,WMST250/Feminism is for Everybody,31430058253859,On Shelf,,N,,,CPMCK
TopTextFall24.589,BMGT 302,VBA for Modelers: Developing Decision Support Systems with Microsoft Office Excel,5th ,2016,S. Christian Albright,9781285869612,,990063476620108238,BMGT302/VBA for Modelers,31430058256050,On Shelf,,N,,,CPMCK
TopTextFall24.590,AASP 202,Black Culture and Black Consciousness : Afro-American Folk Thought from Slavery to Freedom,,1977,Lawrence W. Levine,9780195023749,,990063476620108238,AASP202/Black Culture,31430058260375,On Shelf,,N,,,CPMCK
TopTextFall24.591,AOSC 200,Weather: A Concise Introduction,2nd,2022,Hakim & Patoux,9781108965590,,990063476620108238,AOSC200/Weather 2nd STEM,31430060958610,On Shelf,,N,STEM,This item is available at the STEM Library.,CPENG
TopTextFall24.592,AOSC 200,Weather: A Concise Introduction,2nd,2022,Hakim & Patoux,9781108965590,,990063476620108238,AOSC200/Weather 2nd,31430058259757,On Shelf,,N,,,CPMCK
TopTextFall24.593,ARCH 225,World Architecture : A Cross-Cultural History,2nd,2019,Richard Ingersoll,9780190646455,,990063476620108238,ARCH226/World Architecture,31430055699500,On Shelf,,Y,,,CPMCK
TopTextFall24.594,ARCH 300,Art of City Sketching,,2014,Abrams,9780415817813,,990063476620108238,ARCH400/Art of City Sketching,31430059415325,On Shelf,,Y,,,CPMCK
TopTextFall24.595,ARCH 300,"Architecture: Form, Space, & Order",4th,2015,Francis D. K. Ching,9781118745083,,990063476620108238,ARCH400/Architecture,31430058258783,On Shelf,,N,,,CPMCK
TopTextFall24.596,ARCH 400,Architectural Graphics,6th,2015,Francis D. K. Ching,9781119035664,,990063476620108238,ARCH400/Architectural Graphics,31430058258791,On Shelf,,N,,,CPMCK
TopTextFall24.597,AREC 365,World Food Problem,6th,2022,"Leathers, Howard D.",9781955055673,,990063476620108238,AREC365/World Food Problem 6th,31430060057249,On Shelf,,Y,,,CPMCK
TopTextFall24.598,AREC 481,Environmental Economics,2nd,2011,"Kolstad, Charles D.",9780199732647,,990063476620108238,AREC481/Environmental Economics 2nd,31430060455989,On Shelf,,Y,,,CPMCK
TopTextFall24.599,ASTR 100,Explorations: Introduction to Astronomy,9th,2020,"Arny, Thomas T. / Schneider, Stephen E.",9781260432145,,990063476620108238,ASTR100/Explorations,31430057388037,On Shelf,,N,,,CPMCK
TopTextFall24.600,ASTR 100,Lecture - Tutorials for Introductory Astronomy,4th,2022,"Prather, Edward E.",9780135807026,,990063476620108238,ASTR100/Lecture - Tutorials for Introductory Astronomy,31430060956648,On Shelf,,N,,,CPMCK
TopTextFall24.601,BCHM 461,Lehninger Principles of Biochemistry,6th,2013,Nelson & Cox,9781429234146,,990063476620108238,BCHM461/Principles of Biochemistry,"31430055790812, 31430058253644",On Shelf,,N,,,CPMCK
TopTextFall24.602,BCHM 461,Lehninger Principles of Biochemistry,6th,2013,Nelson & Cox,9781429234146,,990063476620108238,BCHM461/Principles of Biochemistry STEM,31430050667320,On Shelf,,N,STEM,This item is available at the STEM Library.,CPENG
TopTextFall24.603,BCHM 461,Lehninger Principles of Biochemistry,8th,2021,Nelson & Cox,9781319228002,,990063476620108238,BCHM461/Principles of Biochemistry 8th,31430058259765,On Shelf,,N,,,CPMCK
TopTextFall24.604,BCHM 462,Lehninger Principles of Biochemistry,8th,2021,Nelson & Cox,9781319228002,,990063476620108238,BCHM461/Principles of Biochemistry 8th,31430058259765,On Shelf,,N,,,CPMCK
TopTextFall24.605,BCHM 463,Lehninger Principles of Biochemistry,8th,2021,Nelson & Cox,9781319228002,,990063476620108238,BCHM461/Principles of Biochemistry 8th,31430058259765,On Shelf,,N,,,CPMCK
TopTextFall24.606,BCHM 463,Lehninger Principles of Biochemistry,8th,2021,Nelson & Cox,9781319228002,,990063476620108238,BCHM461/Principles of Biochemistry 8th STEM,31430060958529,On Shelf,,N,STEM,This item is available at the STEM Library.,CPENG
TopTextFall24.607,BIOE 372,Fundamentals of Biostatistics,8th,2016,Bernard Rosner,9781305268920,,990063476620108238,BIOE372/Fundamentals of Biostatistics,31430060958982,On Shelf,,N,,,CPMCK
TopTextFall24.608,BMGT 332,Spreadsheet Modeling and Decision Analysis: A Practical Introduction to Business Analytics,9th,2022,Cliff T. Ragsdale,9780357132098,,990063476620108238,BMGT332/Spreadsheet Modeling 9th,31430058259955,On Shelf,,N,,,CPMCK
TopTextFall24.609,BMGT 380,BMGT 380  Business Law Case Supplement,,2021,"Russell Lunholm, Richard Sloan",9781079983357,,990063476620108238,BMGT380/Case Supplement 2021,31430060216233,On Shelf,,N,,,CPMCK
TopTextFall24.610,BMGT 380,"Business Law: Ethical, Global, and E-commerce Environment",18th,2022,"Prenkert, Barnes, Perry, Haugh, & Stemler",9781260736892,,990063476620108238,BMGT380/Business Law 18th,31430058260417,On Shelf,,N,,,CPMCK
TopTextFall24.611,BMGT 402,"Database Systems: A Practical Approach to Design, Implementation, and Management",6th,2015,Connolly & Begg,9780132943260,,990063476620108238,BMGT402/Database Systems,31430058256415,On Shelf,,N,,,CPMCK
TopTextFall24.612,BMGT 402,"Database Systems: Design, Implementation, & Management",13th,2019,Carlos Coronel,9781337627900,,990063476620108238,BMGT402/Database Systems (2),31430058259963,Purchased,,N,,,CPMCK
TopTextFall24.613,BMGT 411,Ethics in Accounting: A Decision-Making Approach,2nd,2016,Gordon Klein,9781118928332,,990063476620108238,BUAC765/Ethics in Accounting,31430058254386,On Shelf,,N,,,CPMCK
TopTextFall24.614,BMGT 430,Applied Regression Analysis : Second Course in Business and Economic Statistics- CD Only,4th,2005,Terry Dielman,9780534465520,9780357894026,990063476620108238,BMGT430/Applied Regression Analysis 4th CD,"31430059975708, 31430054512613",Held,,Y,,,CPMCK
TopTextFall24.615,BMGT 430,Applied Regression Analysis : Second Course in Business and Economic Statistics,4th,2005,Terry Dielman,9780534465483,,990063476620108238,BMGT430/Applied Regression Analysis 4th,31430059975690,On Shelf,,Y,,,CPMCK
