UniqueID,Course,Title,Edition,Year,Author,ISBN,Alternate ISBNs,MMS ID,Call number,Barcode,Current Status,New/Returning/Past Semester,UMCP copy?,Notes,Comment,Branch Location
TopTextFall24.241,CMSC 131,Introduction to Programming in Java,2nd,2017,Sedgewick & Wayne,9780672337840,,990063476620108238,CMSC131/Intro to Programming in Java,31430058254428,On Shelf,,N,,,CPMCK
TopTextFall24.242,CMSC 132,Data Structures: Abstraction and Design Using Java,2nd,2010,Koffman & Wolfgang,9780470128701,,990063476620108238,CMSC132/Data Structures,31430058252919,On Shelf,,N,,,CPMCK
TopTextFall24.243,CMSC 132,Data Structures and Abstractions with Java,4th,2015,Carrano & Henry,9780133744057,9780133750263,990063476620108238,CMSC132/Data Structures & Abstractions,31430058253180,On Shelf,,N,,,CPMCK
TopTextFall24.244,CMSC 132,Data Structures and Abstractions with Java,5th,2019,Carrano & Henry,9780134831695,,990063476620108238,CMSC132/Data Structures & Abstractions 5th,31430058255722,On Shelf,,N,,,CPMCK
TopTextFall24.245,CMSC 132,Data Structures and Algorithms in Java,6th,2014,"Goodrich, Tamassia, & Goldwasser",9781118771334,,990063476620108238,CMSC132/Data Structures & Algorithms,"31430058254055, 31430058257959",On Shelf,,N,,,CPMCK
TopTextFall24.246,CMSC 216,C Programming,2nd,2008,K. N. King,9780393979503,,990063476620108238,CMSC216/C Programming,31430058252976,On Shelf,,N,,,CPMCK
TopTextFall24.247,CMSC 216,Computer Systems: Programmer's Persp.,3rd,2016,Bryant & O'Hallaron,9780134092669,,990063476620108238,CMSC216/Computer Systems,31430058252984,On Shelf,,N,,,CPMCK
TopTextFall24.248,CMSC 216,Pointers on C,,1998,Kenneth A. Reek,9780673999863,,990063476620108238,CMSC216/Pointers on C,"31430058253735, 31430058255565",On Shelf,,Y/N,XPB541.P1 (check if current),,CPMCK
TopTextFall24.249,CMSC 216,Pointers on C,,1998,Kenneth A. Reek,9780673999863,,990063476620108238,CMSC216/Pointers on C STEM,31430058255565,On Shelf,,N,STEM,This item is available at the STEM Library.,CPENG
TopTextFall24.250,CMSC 250,Discrete Mathematics with Applications,5th,2020,Susanna S. Epp,9781337694193,,990063476620108238,CMSC250/Discrete Mathematics 5th STEM,31430060958461,On Shelf,,N,STEM,This item is available at the STEM Library.,CPENG
TopTextFall24.251,CMSC 250,Discrete Mathematics and Its Applications,8th,2019,Kenneth H. Rosen,9781259731280,9781259676512,990063476620108238,CMSC250/Discrete Mathematics & Applications,31430058256241,On Shelf,,N,,,CPMCK
TopTextFall24.252,CMSC 351,Introduction to Algorithms,3rd,,"Cormen, Leiserson, Rivest, Stein",9780262033848,,990063476620108238,CMSC351/Intro to Algorithms,"31430058252703, 31430058256324",On Shelf,,N,,,CPMCK
TopTextFall24.253,CMSC 420,Foundations of Multidimensional and Metric Data Structures,,2006,Hanan Samet,9780123694461,,990063476620108238,CMSC420/Foundations of Multidimensional,31430056789102,On Shelf,,Y,,,CPMCK
TopTextFall24.254,CMSC 421,Artificial Intelligence: A Modern Approach,4th,2021,"Stuart Russell, Peter Norvig",9780134610993,,990063476620108238,CMSC421/Artificial Intelligence,"31430060323138, 31430060130707",Recalled,,Y,,,CPMCK
TopTextFall24.255,CMSC 421,Introduction to Artificial Intelligence,2nd,2018,Wolfgang Ertel,9783319584867,,990063476620108238,CMSC421/Intro to Art. Intelligence,31430058259120,On Shelf,,N,,,CPMCK
TopTextFall24.256,CMSC 422,Machine Learning: Algorithmic Perspective,2nd,2015,Stephen Marsland,9781466583283,,990063476620108238,CMSC422/Machine Learning,31430058258726,On Shelf,,N,,,CPMCK
TopTextFall24.257,CMSC 456,Introduction to Modern Cryptography,3rd,2021,Katz & Lindell,9780815354369,9781351133036,990063476620108238,CMSC456/Intro. to Modern Cryptography,31430058259625,Purchased,,N,,,CPMCK
TopTextFall24.258,COMM 107,"Communicating: a Social, Career, and Cultural Focus, 12th ed.",12th,2013,"Berko, Wolvin, Wolvin, & Aitken",9780205238187,9780205238125,990063476620108238,COMM107/Communicating,"31430019904715, 31430019904749",On Shelf,,N,,,CPMCK
TopTextFall24.259,COMM 130,Style: Lessons in Clarity and Grace,12,2017,Williams & Bizup,9780134080413,,990063476620108238,COMM130/Style Lessons,31430058533961,Held,,Y,,,CPMCK
TopTextFall24.260,COMM 250,Introducing Communication Theory,7th,2021,West & Turner,9781260254099,,990063476620108238,COMM250/Introducing Communication Theory,31430059976052,Ordered,,Y,,,CPMCK
TopTextFall24.261,COMM 304,Communication Research Methods,4th,2020,"Merrigan, Gerianne / Huston, Carole",9780190652746,,990063476620108238,COMM304/Communication Research Methods 4th,31430060956572,On Shelf,,N,,,CPMCK
TopTextFall24.262,COMM 307,Straight Talk About Communication Research Methods,3rd,2017,"Davis, Christine S.",9781524916145,,990063476620108238,COMM307/Straight Talk About Communication Research Methods,31430059839078,Held,,Y,,,CPMCK
TopTextFall24.263,COMM 382,Understanding Intercultural Communication,3rd,2022,"Ting-Toomey, Stella",9780190297442,,990063476620108238,COMM382/Understanding Intercultural Comm.,31430057882104,Held,,Y,,,CPMCK
TopTextFall24.264,COMM 476,Exploring Communication Ethics,,2020,Randy Bobbitt,9780367342081,,990063476620108238,COMM476/Exploring Communication Ethics,31430060956580,On Shelf,,N,,,CPMCK
TopTextFall24.265,ECON 200,Microeconomics,3rd,2021,"Karlan, Dean S. / Morduch, Jonathan J.",9781260821345,,990063476620108238,ECON200/Microeconomics 3rd,31430057388011,On Shelf,,N,,,CPMCK
TopTextFall24.266,ECON 200,Microeconomics,1st,2014,Karlan & Morduch,9780077332587,"9780077332501, 9781259421181, 9781259421198",990063476620108238,ECON200/Microeconomics,"31430058252752, 31430058254816, 31430058254824",On Shelf,,N,,,CPMCK
TopTextFall24.267,ECON 200,Microeconomics,2nd,,Karlan & Morduch,9781260152616,9781260236286,990063476620108238,ECON200/Microeconomics 2nd,31430058255086,On Shelf,,N,,,CPMCK
TopTextFall24.268,ECON 200,Principles of Microeconomics (6th ed),6th,,N. Gregory Mankiw,9780538453042,,990063476620108238,ECON200/Principles of Microeconomics,31430055790689,On Shelf,,N,,,CPMCK
TopTextFall24.269,ECON 201,Macroeconomics,12th,2016,Michael Parkin,9780134004679,,990063476620108238,ECON201/Macroeconomics (3),31430058253479,On Shelf,,N,,,CPMCK
TopTextFall24.270,ECON 201,Principles of Macroeconomics,8th,2018,N. Gregory Mankiw,9781337096881,"9780538453042, 9781337378970, 9781337108034",990063476620108238,ECON201/Principles of Macroeconomics 8th ed.,31430058253974,On Shelf,,N,,,CPMCK
TopTextFall24.271,ECON 305,Macroeconomics (8th ed),8th,2012,N. Gregory Mankiw,9781429240024,9781429218870,990063476620108238,ECON305/Macroeconomics,31430055790796,On Shelf,,N,,,CPMCK
TopTextFall24.272,ECON 306,Intermediate Microeconomics,9th,2014,Varian,9780393919677,9780393123975,990063476620108238,ECON306/Intermediate Microeconomics,31430058252927,On Shelf,,N,,,CPMCK
TopTextFall24.273,ECON 306,Microeconomic Theory: Basic Principles and Extensions,12th,2016,Nicholson & Snyder,9781305505797,9780357021972,990063476620108238,ECON306/Microeconomic Theory,31430058256225,On Shelf,,N,,,CPMCK
TopTextFall24.274,ECON 306,Microeconomics,2nd,2016,"Goolsbee, Levitt, & Syverson",9781464189104,,990063476620108238,ECON306/Microeconomics (2),31430058254022,On Shelf,,N,,,CPMCK
TopTextFall24.275,ECON 306,Intermediate Microeconomics and Its Applications,12th,2015,Walter Nicholson & Christopher Snyder,9781133189022,"9781305102361, 9781133189039, 9780357021972",990063476620108238,ECON306/Intermediate Microeconomics (2),31430058256860,On Shelf,,N,,,CPMCK
TopTextFall24.276,ECON 330,"Economics of Money, Banking and Financial Markets: the Business School Edition (3rd ed)",3rd,,Mishkin,9780132741378,,990063476620108238,ECON330/Economics of Money,31430055790952,On Shelf,,N,,,CPMCK
TopTextFall24.277,ECON 330,"Economics of Money, Banking and Financial Markets, the Business School Edition",4th,2016,Fredric S. Mishkin,9780134047386,9780134047416,990063476620108238,ECON330/Economics of Money 4th,31430058252935,On Shelf,,N,,,CPMCK
TopTextFall24.278,ECON 330,"Economics of Money, Banking and Financial Markets, the Business School Edition",5th,2019,Fredric S. Mishkin,9780134734521,9780134889191,990063476620108238,ECON330/Economics of Money 5th,31430058258619,On Shelf,,N,,,CPMCK
TopTextFall24.279,ECON 330,"Money, Banking, & Financial Markets",4th,2015,Cecchetti & Schoenholtz,9780077641085,9781260157079,990063476620108238,ECON330/Money Banking & Financial Markets 4th,"31430058253537, 31430058254840",On Shelf,,N,,,CPMCK
TopTextFall24.280,EDHD 200,Theories of Human Development,2nd,2016,Newman & Newman,9781848726673,,990063476620108238,EDHD200/Theories of Human Development,31430059975716,On shelf,,Y,,,CPMCK
TopTextFall24.281,EDHD 306,Methods in Behavioral Research,14th,2020,Cozby & Bates,9781260205589,9781260380057,990063476620108238,EDHD306/Methods in Behavioral Research,31430058260300,On shelf,,N,,,CPMCK
TopTextFall24.282,EDHD 320,Human Development: A Cultural Approach,2nd,2016,Jeffrey Jensen Arnett,9780133792423,9780134012162,990063476620108238,EDHD320/Human Development,31430051076240,On Shelf,,N,,,CPMCK
TopTextFall24.283,EDHD 320,Lifespan Development,,2017,Tara Kuther,9781483368856,,990063476620108238,EDHD320/Lifespan Development,31430051076208,On Shelf,,N,,,CPMCK
TopTextFall24.284,EDHD 320,Life-Span Human Development,8th,2015,Sigelman,9781285454313,,990063476620108238,EDHD320/Life-Span Human Development,31430051074872,On Shelf,,N,,,CPMCK
TopTextFall24.285,EDHD 320,Lifespan Development,3rd,2023,Tara L. Kuther,9781071851944,,990063476620108238,EDHD320/Lifespan Development 3rd,31430058260318,On shelf,,N,,,CPMCK
TopTextFall24.286,ENAE 301,Engineering Dynamics,,2011,Kasdin & Paley,9780691135373,,990063476620108238,ENAE301/Engineering Dynamics,31430058255011,On Shelf,,N,,,CPMCK
TopTextFall24.287,ENAE 311,Fundamentals of Aerodynamics,6th,2017,"John D. Anderson, Jr.",9781259129919,,990063476620108238,ENAE311/Fundamentals of Aerodynamics,31430058416316,On Shelf,,Y,,,CPMCK
TopTextFall24.288,ENAE 404,Analytical Mechanics of Space Systems,4th,2018,Schaub & Junkins,9781624105210,,990063476620108238,ENAE404/Analytical Mechanics of Space Systems,,Ebook,,Y,Ebook: https://ebookcentral.proquest.com/lib/umdcp/detail.action?docID=3111500,"This book is  available as an ebook at this <a href=""https://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=474504&site=ehost-live"">link</a>",CPMCK
TopTextFall24.289,ENAE 404,Fundamentals of Astrodynamics,2nd,2020,"Bate, Mueller, White, & Saylor",9780486497044,,990063476620108238,ENAE404/Fundamentals of Astrodynamics,31430058260169,Purchased,,N,,,CPMCK
TopTextFall24.290,ENAE 423,Introduction to Vibration in Engineering,3rd,2022,Lee & Wereley,9781793533968,,990063476620108238,ENAE423/Introduction to Vibration in Engineering,31430058259633,Purchased,,N,,,CPMCK
TopTextFall24.291,ENAE 432,Control Systems Engineering,7th,2015,Norman S. Nise,9781118170519,,990063476620108238,ENME462/Control Systems Engineering,31430058253131,On Shelf,,N,,,CPMCK
TopTextFall24.292,ENAE 283,Introduction to Flight - Connect,9th,2022,Anderson,9781260786118,,990063476620108238,ENAE283/Intro to Flight,31430058259039,On Shelf,,y,,,CPMCK
TopTextFall24.293,ENEE 200,"Ethics, Technology, & Engineering: an Introduction",,2011,van de Poel & Royakkers,9781444330953,,990063476620108238,ENEE200/Ethics Technology & Engineering,31430058254394,On Shelf,,N,,,CPMCK
TopTextFall24.294,ENEE 244,"Digital Design: With an Introduction to the Verilog HDL, VHDL, and SystemVerilog",6th,2018,Mano & Ciletti,9780134549897,,990063476620108238,ENEE244/Digital Design,31430058255748,On Shelf,,N,,,CPMCK
TopTextFall24.295,ENEE 244,"Digital Design: With an Introduction to the Verilog HDL, VHDL, and SystemVerilog",6th,2018,Mano & Ciletti,9780134549897,,990063476620108238,ENEE244/Digital Design STEM,31430060958438,On Shelf,,N,STEM,This item is available at the STEM Library.,CPENG
TopTextFall24.296,ENEE 303,Microelectronic Circuits,7th,2015,Sedra & Smith,9780199339136,,990063476620108238,ENEE303/Microelectronic Circuits,31430058253149,On Shelf,,N,,,CPMCK
TopTextFall24.297,ENEE 322,Signals & Systems,2nd,1997,"Oppenheim, Willsky, & Nawab",9780138147570,,990063476620108238,ENEE322/Signals & Systems,31430045991181,On Shelf,,y,,,CPMCK
TopTextFall24.298,ENES 100,Introduction to Engineering Design,2nd,2017,Jim Dally & Keystone Faculty,9781935673286,,990063476620108238,ENES100/Introduction to Engineering Design,31430058254410,On Shelf,,N,,,CPMCK
TopTextFall24.299,ENES 140,Opportunity Analysis Canvas,3rd,2015,James V. Green,9781505983630,,990063476620108238,ENES140/Opportunity Analysis Canvas,31430058252695,On Shelf,,N,,,CPMCK
TopTextFall24.300,ENES 140,Opportunity Analysis Canvas,4th,2016,James V. Green,9781523459452,,990063476620108238,ENES140/Opportunity Analysis Canvas 4th,31430058255532,On Shelf,,N,,,CPMCK
TopTextFall24.301,ENES 140,Opportunity Analysis Canvas,5TH,2022,James V. Green,9798551711438,,990063476620108238,ENES140/Opportunity Analysis Canvas 5th,31430058259641,On Shelf,,N,,,CPMCK
TopTextFall24.302,ENES 210,Startup Analysis Canvas,2nd,2018,James V. Green,9781720307402,,990063476620108238,ENES210/Startup Analysis Canvas,31430058255862,On Shelf,,N,,,CPMCK
TopTextFall24.303,ENES 232,Fundamentals of Engineering Thermodynamics,8th,2014,"Moran, Shapiro, Boettner, & Bailey",9781118412930,,990063476620108238,ENES232/Fundamentals of Eng. Therm. STEM,,???,,N,STEM,This item is available at the STEM Library.,CPENG
TopTextFall24.304,ENES 232,Fundamentals of Engineering Thermodynamics,8th,2014,"Moran, Shapiro, Boettner, & Bailey",9781118412930,,990063476620108238,ENES232/Fundamentals of Eng. Therm.,31430058252836,On Shelf,,N,,,CPMCK
TopTextFall24.305,ENES 461,Startup Analysis Canvas,2nd,2018,James V. Green,9781720307402,,990063476620108238,ENES210/Startup Analysis Canvas,31430058255862,On Shelf,,N,,,CPMCK
TopTextFall24.306,ENGL 101,DK Handbook,3rd,,Anne Frances Wysocki & Dennis A. Lynch,9780205863792,,990063476620108238,ENGL101/DK Handbook,"31430019897778, 31430019897877, 31430058256670",On Shelf,,N,,,CPMCK
TopTextFall24.307,ENGL 101,DK Handbook (4th ed.),4th,2017,Wysocki & Lynch,9780134139869,,990063476620108238,ENGL101/DK Handbook 4th,31430058253560,On Shelf,,N,,,CPMCK
TopTextFall24.308,ENGL 101,Inventing Arguments (2nd ed.),2nd,2016,Pearson Learning Solutions,9781323511558,,990063476620108238,ENGL101/Inventing 2nd,"31430058253552, 31430058254246",On Shelf,,N,,,CPMCK
TopTextFall24.309,ENGL 101,Little Seagull Handbook W/ Exercises,2nd,2011,"Bullock, Brody, & Weinberg",9780393935813,,990063476620108238,ENGL101/Little Seagull 2nd Ed,31430058251721,On Shelf,,N,,,CPMCK
TopTextFall24.310,ENGL 101,They Say/I Say,3rd,2014,Gerald Graff & Cathy Birkenstein,9780393935844,,990063476620108238,ENGL101/They Say,"31430058256514, 31430058254303",On Shelf,,N,,,CPMCK
TopTextFall24.311,ENGL 101,They Say/I Say,2nd,2010,Gerald Graff & Cathy Birkenstein,9780393933611,,990063476620108238,ENGL101/They Say 2nd Ed,"31430019904723, 31430019904731",On Shelf,,N,,,CPMCK
TopTextFall24.312,ENGL 101,"Fearless Writing: Rhetoric, Inquiry, Argument",1st,2018,University of Maryland Academic Writing Program,9781319215781,,990063476620108238,ENGL101/Fearless Writing,"31430058255706, 31430058255698, 31430058255680, 31430058255938, 31430058255946, 31430058256266, 31430058258155, 31430058258148, 31430058258130, 31430058258122",On Shelf,,N,,,CPMCK
TopTextFall24.313,ENGL 101,"Fearless Writing: Rhetoric, Inquiry, Argument",2nd,2020,University of Maryland Academic Writing Program,9781319377540,,990063476620108238,ENGL101/Fearless Writing 2nd,"31430058259369, 31430058259351",On Shelf,,N,,,CPMCK
TopTextFall24.314,ENGL 101S,Rules for Writers,10th,2022,Diana Hacker,9781319392949,,990063476620108238,ENGL 101S101S/Rules for Writers,31430058260292,On Shelf,,N,,,CPMCK
TopTextFall24.315,ENGL 101S,Bedford Handbook ,9th,,Diana Hacker,9781457608025,,990063476620108238,ENGL101/Bedford,31430058256613,On Shelf,,N,,,CPMCK
TopTextFall24.316,ENGL 101S,"Fearless Writing: Rhetoric, Inquiry, Argument",2nd,2020,University of Maryland Academic Writing Program,9781319377540,,990063476620108238,ENGL101/Fearless Writing 2nd,"31430058259369, 31430058259351",On Shelf,,N,,,CPMCK
TopTextFall24.317,ENGL 101S,They Say/I Say,3rd,2014,Gerald Graff & Cathy Birkenstein,9780393935844,,990063476620108238,ENGL101/They Say,"31430058256514, 31430058254303",On Shelf,,N,,,CPMCK
TopTextFall24.318,ENGL 391,Ancient Rhetorics for Contemporary Students,5th,2012,"Crowley, Sharon",9780205175482,,990063476620108238,ENGL391/Ancient Rhetorics for Contemporary Students,31430058914088,Held,,Y,,,CPMCK
TopTextFall24.319,ENGL 391,Compose Design Advocate,2nd,2013,"Wysocki, Anne F. / Lynch, Dennis",9780205693061,,990063476620108238,ENGL391/Compose Design Advocate,31430060959303,On Shelf,,N,,,CPMCK
TopTextFall24.320,ENGL 393,Style: Basics of Clarity and Grace,5th,,Joseph M. Williams,9780321953308,,990063476620108238,ENGL101S/Style Basics,31430058256761,On Shelf,,N,,,CPMCK
TopTextFall24.321,ENGL 393,Technical Communication (1),10th,,Mike Markel,9780312679484,,990063476620108238,ENGL393/Technical Comm (1),31430058256795,On Shelf,,N,,,CPMCK
TopTextFall24.322,ENGL 394,"Workplace Writing: Planning, Packaging, and Perfecting Communication",n/a,2010,"Gerson, Sharon J.",9780131599697,,990063476620108238,ENGL394/Workplace Writing,31430060155787,On Shelf,,N,,,CPMCK
TopTextFall24.323,ENGL 394,Business Communication Essentials,6th,,Courtland L. Bovee & John V. Thill,9780132971324,,990063476620108238,ENGL394/Business Comm,31430058256548,On Shelf,,N,,,CPMCK
TopTextFall24.324,ENGL 395,Best American Science and Nature Writing 2018,N/A,2018,"Kean, Sam / Folger, Tim",9781328987808,,990063476620108238,ENGL395/Best American Science & Nature Writing 2018,31430060216480,On Shelf,,N,,,CPMCK
TopTextFall24.325,ENMA 300,Fundamentals of Materials Science and Engineering,5th,2015,Callister & Rethwisch,9781119230403,,990063476620108238,ENMA300/Fundamentals of Materials Science,31430051076463,On Shelf,,N,,,CPMCK
TopTextFall24.326,ENME 272,Engineering Design Creo Parametric 3.0,,2014,Guangming Zhang,9781935673224,,990063476620108238,ENME272/Eng. Design Creo Parametric 3.0,31430058253404,On Shelf,,N,,,CPMCK
TopTextFall24.327,ENME 272,Engineering Design and Creo Parametric 4.0,,2017,Guangming Zhang,9781935673392,,990063476620108238,ENME272/Eng. Design Creo Parametric 4.0 ,"31430051076265, 31430058255359",On Shelf,,N,,,CPMCK
TopTextFall24.328,ENME 331,Fundamentals of Fluid Mechanics,7th,2013,Bruce R. Munson,9781118716373,,990063476620108238,ENME331/Fundamentals of Fluid Mechanics,31430058253446,On Shelf,,N,,,CPMCK
TopTextFall24.329,ENME 331,Fundamentals of Fluid Mechanics (ENME 331 Custom),8th,2016,"Gerhart, Gerhart, & Hochstein",9781119383093,9781119385073,990063476620108238,ENME331/Fundamentals of Fluid Mechanics 8th,31430058254402,On Shelf,,N,,,CPMCK
TopTextFall24.330,ENME 332,Fundamentals of Heat + Mass Transfer,7th,2011,"Bergman, Lavine, Incropera, DeWitt",9780470501979,,990063476620108238,ENME332/Fund. of Heat + Mass Transfer,31430051074864,On Shelf,,N,,,CPMCK
TopTextFall24.331,ENME 350,Electrical Engineering,6th,2014,Allan R. Hambley,9780133116649,9781305317390,990063476620108238,ENME350/Electrical Engineering,31430058253099,On Shelf,,N,,,CPMCK
TopTextFall24.332,ENME 351,Theory and Design for Mechanical Measurements,5th,2011,Figliola & Beasley,9780470547410,,990063476620108238,ENME351/Theory & Design for Mechanical ,31430058256035,On Shelf,,N,,,CPMCK
TopTextFall24.333,ENME 361,Vibrations (2nd ed),2nd,2009,"Balachandran, Magrab",9780534552060,,990063476620108238,ENME361/Vibrations,"31430055790986, 31430051076281",On Shelf,,N,,,CPMCK
TopTextFall24.334,ENME 371,Engineering Design,5th,2013,Dieter & Schmidt,9780073398143,,990063476620108238,ENME371/Engineering Design,31430058253073,On Shelf,,N,,,CPMCK
TopTextFall24.335,ENME 382,Fundamentals of Materials Science and Engineering,5th,2015,Callister & Rethwisch,9781119230403,,990063476620108238,ENMA300/Fundamentals of Materials Science,31430051076463,On Shelf,,N,,,CPMCK
TopTextFall24.336,ENME 392,Applied Statistics and Probability for Engineers (6th ed),6th,2014,Montgomery & Runger,9781118539712,,990063476620108238,ENME392/Applied Statistics & Probability for Engineers,31430055790663,On Shelf,,N,,,CPMCK
TopTextFall24.337,ENME 392,Statistics for Engineers + Scientists,4th,2015,William Navidi,9780073518237,9780073401331,990063476620108238,ENME392/Stats for Engineers + Scientists,31430058253941,On Shelf,,N,,,CPMCK
TopTextFall24.338,ENME 400,Shigley's Mechanical Engineering Design,10th,2015,Budynas & Nisbett,9780073398204,,990063476620108238,ENME400/Shigley's Mechanical,31430058256076,On Shelf,,N,,,CPMCK
TopTextFall24.339,ENME 462,Control Systems Engineering,7th,2015,Norman S. Nise,9781118170519,,990063476620108238,ENME462/Control Systems Engineering,31430058253131,On Shelf,,N,,,CPMCK
TopTextFall24.340,ENME 472,Engineering Design,5th,2013,Dieter & Schmidt,9780073398143,,990063476620108238,ENME371/Engineering Design,31430058253073,On Shelf,,N,,,CPMCK
TopTextFall24.341,ENME 480,Robot Modeling and Control,2nd,2020,Mark W. Spong,9781119523994,,990063476620108238,ENME480/Robot Modeling and Control,31430060155761,On Shelf,,N,,,CPMCK
TopTextFall24.342,ENPM 634,Hacker Playbook 2,,2015,"Kim, Peter",9781512214567,,990063476620108238,ENPM634/Hacker Playbook 2,31430060956564,On Shelf,,N,,,CPMCK
TopTextFall24.343,ENPM 634,Hacker Playbook 3,,2018,"Kim, Peter",9781980901754,,990063476620108238,ENPM634/Hacker Playbook 3,31430060959154,On Shelf,,N,,,CPMCK
TopTextFall24.344,ENPM 687,Guide to Computer Forensics and Investigations,6th,2019,"Bill Nelson, Amelia Phillips, Christopher Steuart",9781337568944,,990063476620108238,ENPM687/Guide to Computer Forensics and Investigations 6th,31430060956531,On Shelf,,N,,,CPMCK
TopTextFall24.345,ENSP 101,Environment: the Science Behind the Stories,5th,2014,Jay Withgott,9780321897428,,990063476620108238,ENSP101/Environment,"31430058253685, 31430058255342, 31430058255342",On Shelf,,N,,,CPMCK
TopTextFall24.346,ENST 200,Nature & Properties of Soils,15th,2017,Weil & Brady,9780133254488,,990063476620108238,ENST200/Nature & Properties of Soils,31430058253115,On Shelf,,N,,,CPMCK
TopTextFall24.347,EPIB 301,Epidemiology 101,2nd,2018,Robert H. Friis,9781284107852,,990063476620108238,EPIB301/Epidemiology 101,31430058255755,On Shelf,,N,,,CPMCK
TopTextFall24.348,EPIB 315,Basic Biostatistics: Statistics for Public Health Practice,2nd,2015,B. Burt Gertsman,9781284036015,,990063476620108238,EPIB315/Basic Biostatistics,31430058256464,On Shelf,,N,,,CPMCK
TopTextFall24.349,FIRE 298,Short Stories of the Civil Rights Movement,N/A,2006,"Whitt, Margaret Earley",9780820328515,,990063476620108238,FIRE298/Short Stories of the Civil Rights Movement,31430052540970,Recalled,,Y,,,CPMCK
TopTextFall24.350,FMSC 310,Origins: How the Nine Months Before Birth Shape the Rest of Our Lives,,2010,Annie Murphy Paul,9780743296632,,990063476620108238,FMSC310/Origins,31430058259153,On Shelf,,N,,,CPMCK
TopTextFall24.351,FMSC 330,Families in Daily Life,1st,2018,Mia Smith-Bynum,9781516516810,9781516516803,990063476620108238,FMSC330/Families in Daily Life,31430051076455,On Shelf,,N,,,CPMCK
TopTextFall24.352,FMSC 330,Public & Private Families,7th,2013,Andrew J. Cherlin,9780078026676,9780078026683,990063476620108238,FMSC330/Public & Private Families,31430058253362,On Shelf,,N,,,CPMCK
TopTextFall24.353,FMSC 330,Public & Private Families,8th,2016,Andrew J. Cherlin,9780078027154,,990063476620108238,FMSC330/Public & Private Families 8th,31430058257256,On Shelf,,N,,,CPMCK
TopTextFall24.354,FMSC 332,Child Development From Infancy to Adolescence,,2016,Laura Levine & Joyce Munsch,9781452288819,9781483393490,990063476620108238,FMSC332/Child Development,31430051076232,On Shelf,,N,,,CPMCK
TopTextFall24.355,FMSC 340,Foundations of Mental Health Care,7th,2021,Michelle Morrison-Valfre,9780323661829,,990063476620108238,FMSC340/Foundations of Mental Health Care,31430060956622,On Shelf,,N,,,CPMCK
TopTextFall24.356,FMSC 487,Family Law for Non-Lawyers,2nd,2016,Kerry Weil Tripp,9781516515394,,990063476620108238,FMSC487/Family Law for Non-Lawyers 2nd,31430059194631,On Shelf,,N,,,CPMCK
TopTextFall24.357,FMSC 487,Family Law for Non-Lawyers,3rd,2021,Kerry Weil Tripp,9781793519160,,990063476620108238,FMSC487/Family Law for Non-Lawyers,31430060303601,On Shelf,,N,FMSC487/Family Law for Non-Lawyers 2nd 31430059194631,,CPMCK
TopTextFall24.358,GEOG 130,"Developing Countries: Gender Poverty, and Globalization",1st rev.,2018,Ronald W. Luna,9781516514526,,990063476620108238,GEOG130/Developing Countries,31430058255094,On Shelf,,N,,,CPMCK
TopTextFall24.359,GEOG 201,Elemental Geosystems,8th,2016,Christopherson & Birkeland,9780321985019,9780134190198,990063476620108238,GEOG201/Elemental Geosystems,31430051074856,On Shelf,,N,,,CPMCK
TopTextFall24.360,GEOG 201,Elemental Geosystems,9th,2019,Christopherson & Birkeland,9780134817446,,990063476620108238,GEOG201/Elemental Geosystems 9th,31430058260110,On Shelf,,N,,,CPMCK
TopTextFall24.361,GEOG 201,Geosystems Core,,2017,"Christopherson, Cunha, Thomsen, Birkeland",9780321834744,9780134153520,990063476620108238,GEOG201/Geosystems Core,31430058259161,On Shelf,,N,,,CPMCK
TopTextFall24.362,GEOG 201,Physical Geography: Great Systems and Global Environments,,2013,Marsh & Kaufman,9780521764285,,990063476620108238,GEOG201/Physical Geography,31430055790879,On Shelf,,N,,,CPMCK
TopTextFall24.363,GEOG 202,How to Lie with Maps,3rd,2018,Mark Monmonier,9780226435923,,990063476620108238,GEOG202/How to Lie with Maps,31430058258882,On Shelf,,N,,,CPMCK
TopTextFall24.364,GEOG 202,Human Geography,,2012,Andrew Jones,9780415575522,,990063476620108238,GEOG202/Human Geography,31430056480769,,,Y,,,CPMCK
TopTextFall24.365,GEOG 202,Lawn People,,2007,Paul Robbins,9781592135790,,990063476620108238,GEOG202/Lawn People,31430058258700,On Shelf,,N,,,CPMCK
TopTextFall24.366,GEOG 202,Planet of Slums,,2006,Mike Davis,9781844671601,,990063476620108238,GEOG202/Planet of Slums,31430058258833,On Shelf,,N,,,CPMCK
TopTextFall24.367,GEOG 330,Environment and Sustainability,,2019,"Nightingale, Bohler, Campbell, Karlsson",9780765646446,,990063476620108238,GEOG330/Environment & Sustainability,31430058259179,On Shelf,,N,Ebook : https://ebookcentral.proquest.com/lib/umdcp/detail.action?docID=5741590,"This book is  also available as an ebook at this <a href=""https://ebookcentral.proquest.com/lib/umdcp/detail.action?docID=5741590"">link</a>",CPMCK
TopTextFall24.368,GEOL 100,Exploring Geology,,2017,"Reynolds, Johnson, Morin, Carter",9781259292927,9781259545191,990063476620108238,GEOL100/Exploring Geology,31430058255110,On Shelf,,N,,,CPMCK
